gender	age	country	friend_count	lifetime	city_played	pictionary_played	scramble_played	sniper_played	paid
female	18	FRANCE	0	6	1	2	3	0	non_payer
male	28	USA	4	6	0	0	0	6	non_payer
male	19	USA	49	5	0	0	0	5	non_payer
male	23	CANADA	3	7	1	0	0	6	non_payer
male	24	UK	2	4	0	0	0	4	non_payer
male	20	FRANCE	0	63	5	5	8	45	non_payer
male	23	USA	17	72	3	11	16	42	non_payer
female	18	USA	2	70	42	20	4	4	non_payer
male	18	EGYPT	60	31	2	1	12	16	non_payer
male	18	UK	3	7	0	3	1	3	non_payer
male	18	UK	66	2	0	0	0	2	non_payer
male	20	UK	1	2	0	0	0	2	non_payer
female	22	UK	3	1	1	0	0	0	non_payer
male	26	EGYPT	5	5	0	0	0	5	non_payer
male	25	USA	81	2	0	2	0	0	non_payer
female	18	UK	0	1	1	0	0	0	non_payer
male	20	USA	80	0	0	0	0	0	non_payer
female	19	USA	0	93	46	29	15	3	non_payer
female	23	USA	2	12	5	3	4	0	non_payer
female	22	GERMANY	59	6	3	1	1	1	non_payer
female	22	USA	24	8	1	5	1	1	non_payer
male	21	USA	15	1	0	0	0	1	non_payer
female	22	USA	5	5	3	1	1	0	non_payer
male	19	UK	59	8	1	2	0	5	non_payer
female	19	USA	3	10	4	2	2	2	non_payer
female	18	FRANCE	0	0	0	0	0	0	non_payer
male	18	USA	0	3	0	0	1	2	non_payer
female	20	USA	0	8	5	2	1	0	non_payer
female	18	UK	3	1	0	0	1	0	non_payer
male	20	UK	100	10	3	2	2	3	non_payer
female	23	UK	4	36	16	16	3	1	non_payer
female	20	USA	80	29	9	8	9	3	payer
female	19	EGYPT	0	0	0	0	0	0	non_payer
male	21	USA	1	39	5	4	10	20	non_payer
female	20	USA	1	9	6	2	1	0	non_payer
male	20	USA	1	88	11	11	16	50	non_payer
female	18	USA	1	88	40	25	17	6	non_payer
female	18	UK	3	2	1	1	0	0	non_payer
female	19	GERMANY	0	33	14	11	5	3	non_payer
female	21	USA	94	43	24	13	5	1	non_payer
female	21	MEXICO	4	19	9	6	3	1	non_payer
female	21	USA	0	10	5	3	1	1	non_payer
female	21	EGYPT	78	6	4	2	0	0	non_payer
male	19	FRANCE	62	9	1	0	0	8	non_payer
female	20	UK	1	1	1	0	0	0	non_payer
female	22	USA	4	64	21	26	11	6	non_payer
male	23	USA	2	6	0	1	0	5	non_payer
female	25	FRANCE	0	7	4	1	1	1	non_payer
male	26	USA	0	99	12	11	12	64	non_payer
male	25	USA	14	4	2	0	0	2	non_payer
female	22	USA	0	7	2	4	1	0	non_payer
female	20	GERMANY	0	6	2	3	1	0	non_payer
female	20	USA	0	4	0	2	1	1	non_payer
female	18	USA	74	1	1	0	0	0	non_payer
male	21	GERMANY	0	51	6	4	6	35	non_payer
male	25	FRANCE	0	28	1	1	4	22	non_payer
female	27	USA	5	15	10	4	0	1	non_payer
female	18	USA	1	9	4	4	1	0	non_payer
male	23	USA	4	55	7	8	11	29	non_payer
male	22	USA	74	87	5	10	19	53	payer
male	18	GERMANY	2	56	3	7	17	29	non_payer
female	18	USA	9	0	0	0	0	0	non_payer
male	18	UK	0	91	9	4	19	59	non_payer
female	23	UK	45	53	25	21	6	1	non_payer
female	23	USA	3	10	8	1	0	1	non_payer
female	18	GERMANY	5	79	35	29	11	4	non_payer
female	24	USA	1	9	4	3	2	0	non_payer
male	22	GERMANY	0	3	1	0	2	0	non_payer
female	22	EGYPT	100	73	39	17	12	5	non_payer
female	20	USA	51	4	1	2	1	0	non_payer
female	23	USA	4	2	0	2	0	0	non_payer
female	24	GERMANY	7	6	4	2	0	0	non_payer
female	21	UK	88	96	52	26	12	6	payer
female	21	FRANCE	0	4	3	0	1	0	non_payer
male	21	USA	0	63	2	10	9	42	non_payer
female	25	UK	2	4	4	0	0	0	non_payer
female	22	GERMANY	3	34	20	9	4	1	non_payer
female	18	UK	5	61	29	17	12	3	non_payer
male	25	CANADA	74	44	5	4	8	27	payer
female	20	USA	4	5	2	1	2	0	non_payer
female	23	USA	61	35	15	13	6	1	non_payer
female	26	UK	4	6	4	1	1	0	non_payer
female	23	USA	0	1	0	1	0	0	non_payer
female	22	FRANCE	0	86	41	26	18	1	non_payer
male	26	MEXICO	0	6	0	0	2	4	non_payer
female	18	CANADA	2	6	4	0	2	0	non_payer
male	24	FRANCE	69	2	0	0	1	1	non_payer
male	23	USA	0	1	0	0	0	1	non_payer
female	20	CANADA	55	60	29	18	12	1	payer
female	20	UK	0	73	38	22	9	4	non_payer
female	20	USA	94	41	24	9	8	0	payer
female	28	UK	1	47	29	10	7	1	non_payer
female	20	USA	4	6	3	3	0	0	non_payer
female	20	FRANCE	0	4	2	1	1	0	non_payer
female	21	UK	0	8	4	3	1	0	non_payer
male	19	FRANCE	5	7	2	1	1	3	non_payer
female	22	UK	1	41	22	11	7	1	non_payer
male	30	GERMANY	4	10	1	0	2	7	non_payer
female	18	USA	4	27	12	10	4	1	non_payer
male	18	FRANCE	64	47	3	5	8	31	payer
male	20	USA	5	3	1	0	0	2	non_payer
male	18	USA	80	63	6	4	10	43	payer
female	20	USA	0	9	6	2	1	0	non_payer
female	25	USA	52	0	0	0	0	0	non_payer
female	26	GERMANY	75	98	57	20	17	4	non_payer
female	19	USA	0	7	3	3	1	0	non_payer
female	22	FRANCE	1	39	23	10	5	1	non_payer
male	18	USA	0	90	4	16	17	53	non_payer
female	21	GERMANY	1	63	33	20	9	1	non_payer
male	22	UK	0	2	0	0	0	2	non_payer
male	21	USA	36	92	9	4	13	66	payer
female	24	FRANCE	78	19	9	6	4	0	non_payer
male	21	EGYPT	2	73	3	8	8	54	non_payer
female	22	UK	4	25	13	6	5	1	non_payer
female	28	USA	0	5	1	2	2	0	non_payer
female	18	GERMANY	0	25	14	5	5	1	non_payer
female	23	USA	0	3	2	0	1	0	non_payer
male	19	USA	53	49	5	4	12	28	non_payer
female	26	FRANCE	0	26	11	12	1	2	non_payer
female	21	EGYPT	0	4	2	1	1	0	non_payer
female	20	FRANCE	2	9	2	5	2	0	non_payer
female	18	USA	25	95	51	30	10	4	non_payer
male	19	GERMANY	27	8	0	0	1	7	non_payer
male	25	GERMANY	0	2	0	0	0	2	non_payer
male	22	USA	4	9	1	0	3	5	non_payer
male	23	USA	2	2	0	0	0	2	non_payer
female	19	EGYPT	5	47	28	12	7	0	non_payer
female	18	USA	27	99	48	29	19	3	non_payer
female	22	GERMANY	5	72	37	19	13	3	non_payer
male	22	USA	0	3	0	0	0	3	non_payer
male	19	FRANCE	5	10	0	0	3	7	non_payer
female	20	CANADA	0	2	2	0	0	0	non_payer
female	20	UK	1	50	23	18	7	2	non_payer
male	18	USA	0	15	1	1	2	11	non_payer
female	23	GERMANY	70	69	37	19	11	2	payer
female	25	USA	59	10	4	4	2	0	non_payer
female	21	USA	97	10	9	0	1	0	non_payer
female	23	FRANCE	45	28	13	8	5	2	non_payer
male	19	USA	2	57	3	4	14	36	non_payer
male	22	UK	2	5	0	1	1	3	non_payer
male	25	USA	0	2	0	0	0	2	non_payer
male	22	MEXICO	0	0	0	0	0	0	non_payer
female	20	USA	0	73	47	21	5	0	non_payer
female	18	USA	41	63	36	19	6	2	payer
male	22	USA	1	0	0	0	0	0	non_payer
female	22	GERMANY	5	8	4	1	3	0	non_payer
female	21	UK	66	65	30	26	6	3	non_payer
male	18	UK	0	10	0	1	2	7	non_payer
female	18	USA	1	54	23	19	7	5	non_payer
female	30	GERMANY	3	10	4	6	0	0	non_payer
male	21	USA	5	40	5	1	14	20	non_payer
female	18	USA	0	97	51	26	17	3	non_payer
female	26	UK	3	48	27	16	3	2	non_payer
female	22	UK	2	0	0	0	0	0	non_payer
male	18	FRANCE	1	9	0	0	1	8	non_payer
female	30	UK	4	5	1	3	1	0	non_payer
male	20	USA	55	50	5	5	9	31	non_payer
female	18	UK	2	1	0	0	1	0	non_payer
female	25	UK	0	10	6	3	1	0	non_payer
female	28	UK	75	0	0	0	0	0	non_payer
female	21	USA	83	0	0	0	0	0	non_payer
male	25	USA	2	9	0	0	2	7	non_payer
female	23	UK	0	6	0	4	1	1	non_payer
male	21	USA	12	1	0	0	0	1	non_payer
female	18	USA	3	9	4	5	0	0	non_payer
female	21	UK	0	4	2	1	1	0	non_payer
male	20	USA	1	2	0	0	0	2	non_payer
female	23	UK	0	10	5	5	0	0	non_payer
male	26	USA	5	2	0	0	0	2	non_payer
female	18	USA	2	59	27	24	7	1	non_payer
female	20	USA	63	50	30	12	5	3	non_payer
female	20	UK	2	50	23	16	10	1	non_payer
male	19	MEXICO	0	9	2	0	1	6	non_payer
female	23	USA	2	94	43	34	11	6	non_payer
female	18	UK	0	37	16	15	6	0	non_payer
female	25	MEXICO	1	9	4	2	3	0	non_payer
female	25	USA	0	4	2	1	1	0	non_payer
male	21	USA	65	50	2	5	6	37	payer
female	29	USA	0	59	33	18	5	3	non_payer
female	21	USA	0	9	5	1	3	0	non_payer
male	19	USA	7	7	0	0	2	5	non_payer
female	19	UK	4	7	4	1	2	0	non_payer
female	24	MEXICO	69	52	26	15	7	4	non_payer
female	20	USA	0	75	36	22	13	4	non_payer
female	20	UK	17	24	9	11	4	0	payer
female	18	UK	5	7	3	3	1	0	non_payer
male	24	USA	5	6	1	1	0	4	non_payer
female	18	USA	0	80	42	24	11	3	non_payer
female	24	UK	0	93	55	18	13	7	non_payer
female	23	USA	92	2	2	0	0	0	non_payer
male	24	USA	0	34	2	2	8	22	non_payer
female	22	EGYPT	0	84	46	27	9	2	non_payer
male	22	GERMANY	5	77	9	6	11	51	non_payer
female	28	USA	0	14	6	6	2	0	non_payer
male	20	FRANCE	4	79	4	7	9	59	non_payer
female	21	USA	12	3	0	2	0	1	non_payer
female	19	GERMANY	55	7	3	1	2	1	non_payer
male	22	USA	0	0	0	0	0	0	non_payer
female	21	GERMANY	0	6	2	2	2	0	non_payer
female	19	USA	66	6	4	2	0	0	non_payer
female	18	GERMANY	2	76	47	11	13	5	non_payer
female	18	FRANCE	0	6	4	1	1	0	non_payer
male	23	USA	0	10	0	0	3	7	non_payer
male	26	FRANCE	0	81	4	10	13	54	non_payer
female	22	USA	47	72	37	24	9	2	non_payer
male	23	UK	0	63	3	3	17	40	non_payer
female	22	USA	5	94	54	29	10	1	non_payer
female	22	UK	0	10	3	4	3	0	non_payer
male	23	UK	64	4	0	0	1	3	non_payer
female	19	USA	5	86	33	30	19	4	non_payer
male	22	USA	0	77	6	6	12	53	non_payer
male	21	FRANCE	0	39	3	6	6	24	non_payer
female	24	UK	35	78	49	19	8	2	payer
female	25	UK	5	8	5	2	1	0	non_payer
female	21	USA	0	92	54	25	12	1	non_payer
female	18	USA	0	10	6	4	0	0	non_payer
female	20	USA	2	15	11	3	0	1	non_payer
female	20	USA	0	4	2	1	1	0	non_payer
female	23	USA	0	2	2	0	0	0	non_payer
female	22	USA	0	6	1	3	2	0	non_payer
female	22	GERMANY	0	10	5	4	1	0	non_payer
female	21	UK	2	0	0	0	0	0	non_payer
male	18	USA	88	2	0	0	0	2	non_payer
female	18	UK	3	3	1	2	0	0	non_payer
male	21	USA	53	5	0	1	0	4	non_payer
female	18	FRANCE	0	7	1	4	2	0	non_payer
female	19	USA	86	2	1	1	0	0	non_payer
female	21	USA	0	67	38	20	9	0	non_payer
female	30	FRANCE	0	10	5	5	0	0	non_payer
female	21	FRANCE	0	5	2	2	1	0	non_payer
female	24	EGYPT	81	77	38	27	10	2	payer
female	19	USA	52	5	3	0	2	0	non_payer
female	21	USA	3	5	4	0	1	0	non_payer
female	18	USA	80	76	35	26	12	3	payer
male	21	USA	0	33	4	3	6	20	non_payer
female	23	USA	0	10	4	3	1	2	non_payer
female	27	USA	97	5	4	1	0	0	non_payer
male	21	UK	82	10	1	2	3	4	non_payer
female	19	USA	1	2	1	1	0	0	non_payer
male	25	UK	2	5	1	1	0	3	non_payer
female	19	EGYPT	0	10	5	3	1	1	non_payer
female	23	MEXICO	5	56	22	22	10	2	non_payer
female	28	GERMANY	0	6	3	2	0	1	non_payer
female	18	UK	8	42	18	14	6	4	non_payer
female	23	UK	0	67	32	18	12	5	non_payer
female	18	USA	4	41	17	17	6	1	non_payer
female	20	USA	5	5	4	1	0	0	non_payer
female	18	USA	33	8	5	2	1	0	non_payer
female	21	USA	5	80	45	25	4	6	non_payer
female	26	GERMANY	0	0	0	0	0	0	non_payer
female	21	USA	66	2	1	1	0	0	non_payer
male	29	USA	5	2	1	0	0	1	non_payer
female	18	UK	3	5	3	1	1	0	non_payer
male	20	USA	60	2	0	0	0	2	non_payer
male	27	USA	5	9	2	1	1	5	non_payer
female	21	USA	0	4	1	2	1	0	non_payer
female	25	FRANCE	4	4	2	2	0	0	non_payer
male	23	USA	60	10	0	1	6	3	non_payer
male	22	UK	5	7	1	0	0	6	non_payer
female	25	USA	3	97	49	23	15	10	non_payer
female	27	USA	2	0	0	0	0	0	non_payer
female	18	USA	0	3	1	0	2	0	non_payer
male	27	USA	1	69	4	6	16	43	non_payer
female	23	MEXICO	0	10	7	2	1	0	non_payer
female	24	USA	3	30	16	7	6	1	non_payer
male	24	GERMANY	3	10	1	1	2	6	non_payer
male	26	USA	0	60	7	3	12	38	non_payer
female	22	USA	0	70	41	17	7	5	non_payer
female	20	USA	61	9	4	3	2	0	non_payer
female	25	USA	3	28	15	9	4	0	non_payer
male	21	FRANCE	0	3	0	0	2	1	non_payer
male	22	USA	71	94	8	5	17	64	payer
female	26	USA	0	1	1	0	0	0	non_payer
male	21	USA	0	9	0	1	4	4	non_payer
female	23	USA	2	0	0	0	0	0	non_payer
female	19	USA	52	86	46	23	13	4	payer
female	26	USA	3	3	0	1	1	1	non_payer
female	21	UK	0	0	0	0	0	0	non_payer
female	21	USA	96	4	3	1	0	0	non_payer
male	27	USA	81	10	1	0	2	7	non_payer
female	24	UK	0	6	3	1	2	0	non_payer
female	25	USA	45	7	2	2	3	0	non_payer
female	22	UK	0	59	31	18	9	1	non_payer
female	22	EGYPT	0	95	57	27	9	2	non_payer
male	28	EGYPT	4	7	1	1	2	3	non_payer
female	20	USA	0	58	34	16	8	0	non_payer
female	20	USA	3	9	6	2	1	0	non_payer
female	21	USA	1	8	2	3	3	0	non_payer
female	20	CANADA	0	12	8	1	3	0	non_payer
female	19	USA	49	14	8	4	0	2	non_payer
female	20	UK	0	33	14	17	2	0	non_payer
female	18	UK	3	100	47	28	18	7	non_payer
female	19	USA	1	3	1	2	0	0	non_payer
female	20	USA	5	31	19	7	4	1	non_payer
male	22	UK	26	10	1	0	1	8	non_payer
female	19	USA	37	2	0	1	0	1	non_payer
female	24	USA	4	6	1	3	1	1	non_payer
female	20	USA	19	0	0	0	0	0	non_payer
female	19	FRANCE	0	3	2	1	0	0	non_payer
female	23	CANADA	16	5	2	2	1	0	non_payer
male	29	GERMANY	69	8	1	3	1	3	non_payer
male	21	UK	75	8	1	1	1	5	non_payer
female	20	UK	0	67	37	19	11	0	non_payer
male	21	USA	0	3	0	0	0	3	non_payer
male	25	UK	7	3	0	0	0	3	non_payer
female	28	UK	4	80	38	19	20	3	non_payer
male	18	MEXICO	3	9	1	2	0	6	non_payer
female	30	UK	0	10	1	5	3	1	non_payer
female	21	USA	65	45	23	12	7	3	non_payer
male	21	MEXICO	80	54	2	3	10	39	non_payer
male	18	GERMANY	61	0	0	0	0	0	non_payer
male	23	USA	0	57	4	7	13	33	non_payer
female	18	USA	5	8	6	2	0	0	non_payer
female	23	USA	3	9	5	2	2	0	non_payer
male	24	UK	0	8	2	1	3	2	non_payer
female	22	GERMANY	67	76	39	27	9	1	payer
female	23	UK	0	58	24	22	7	5	non_payer
male	21	FRANCE	0	86	7	8	14	57	non_payer
male	18	UK	87	30	1	4	7	18	payer
female	21	USA	0	10	5	3	1	1	non_payer
female	20	UK	0	2	0	1	1	0	non_payer
female	22	USA	1	0	0	0	0	0	non_payer
male	18	UK	0	4	0	1	0	3	non_payer
female	19	USA	67	89	53	22	11	3	payer
male	20	GERMANY	2	85	7	6	15	57	non_payer
female	24	USA	5	7	4	3	0	0	non_payer
female	24	GERMANY	5	9	5	4	0	0	non_payer
male	22	USA	85	47	6	6	9	26	non_payer
female	20	USA	0	8	5	2	1	0	non_payer
female	27	UK	2	90	49	25	9	7	non_payer
female	19	UK	20	1	1	0	0	0	non_payer
female	21	USA	2	1	0	1	0	0	non_payer
female	28	USA	0	3	1	2	0	0	non_payer
female	20	EGYPT	0	50	15	20	12	3	non_payer
female	21	UK	1	82	43	27	9	3	non_payer
female	29	USA	0	3	1	2	0	0	non_payer
female	24	USA	92	3	2	1	0	0	non_payer
female	19	USA	4	83	43	26	11	3	non_payer
female	22	UK	0	3	2	0	1	0	non_payer
female	21	MEXICO	4	71	41	15	11	4	non_payer
female	20	USA	0	6	3	2	1	0	non_payer
female	30	UK	0	1	0	1	0	0	non_payer
female	18	USA	3	9	5	3	0	1	non_payer
male	21	GERMANY	5	1	0	0	0	1	non_payer
female	20	UK	0	4	2	0	0	2	non_payer
female	26	USA	0	2	2	0	0	0	non_payer
female	18	USA	23	0	0	0	0	0	non_payer
female	20	UK	0	16	6	5	4	1	non_payer
male	18	EGYPT	18	5	1	0	0	4	non_payer
female	21	USA	0	0	0	0	0	0	non_payer
male	21	EGYPT	0	60	6	8	10	36	non_payer
female	22	UK	0	10	4	4	2	0	non_payer
male	29	USA	2	85	4	8	13	60	non_payer
male	22	CANADA	3	75	4	10	13	48	non_payer
male	19	USA	0	6	2	1	0	3	non_payer
female	20	USA	62	57	38	13	5	1	payer
male	22	USA	0	8	0	0	0	8	non_payer
female	20	MEXICO	5	10	5	2	2	1	non_payer
female	20	USA	2	58	29	15	9	5	non_payer
female	21	UK	31	22	11	8	3	0	non_payer
male	20	USA	2	1	0	0	0	1	non_payer
female	27	UK	65	26	11	10	5	0	non_payer
female	24	CANADA	49	3	1	2	0	0	non_payer
female	21	USA	2	2	0	2	0	0	non_payer
female	22	USA	63	76	24	34	15	3	payer
female	18	USA	52	7	3	3	1	0	non_payer
female	21	UK	69	1	0	0	1	0	non_payer
female	20	UK	0	5	2	1	1	1	non_payer
female	24	USA	1	4	1	3	0	0	non_payer
male	18	USA	0	1	1	0	0	0	non_payer
male	21	USA	25	55	5	6	9	35	payer
female	18	USA	0	73	43	21	5	4	non_payer
female	21	USA	0	20	10	7	3	0	non_payer
female	21	UK	0	1	1	0	0	0	non_payer
male	20	USA	84	1	0	0	0	1	non_payer
male	26	UK	55	10	0	2	1	7	non_payer
male	22	FRANCE	24	12	1	2	5	4	non_payer
female	20	USA	3	9	6	2	0	1	non_payer
female	21	USA	1	99	62	23	12	2	non_payer
female	25	UK	0	73	42	17	13	1	non_payer
female	28	UK	1	38	18	10	9	1	non_payer
female	19	CANADA	70	61	39	14	7	1	payer
female	21	UK	28	53	26	17	10	0	payer
female	18	UK	17	3	2	1	0	0	non_payer
female	22	UK	2	3	2	1	0	0	non_payer
female	19	USA	1	50	23	13	11	3	non_payer
female	23	USA	0	2	1	1	0	0	non_payer
female	25	UK	100	2	2	0	0	0	non_payer
male	26	USA	4	28	0	4	7	17	non_payer
female	29	USA	57	1	0	1	0	0	non_payer
male	22	MEXICO	3	10	0	1	3	6	non_payer
male	19	UK	0	90	4	7	16	63	non_payer
female	21	CANADA	0	61	27	20	10	4	non_payer
female	23	GERMANY	11	0	0	0	0	0	non_payer
male	27	USA	1	3	0	0	0	3	non_payer
male	19	USA	3	40	7	5	5	23	non_payer
male	27	FRANCE	5	87	7	10	9	61	non_payer
female	21	UK	0	6	4	0	1	1	non_payer
male	25	FRANCE	0	48	6	4	8	30	non_payer
female	23	USA	4	6	3	1	2	0	non_payer
male	18	EGYPT	1	29	4	2	6	17	non_payer
male	19	MEXICO	0	4	0	1	2	1	non_payer
male	19	CANADA	0	30	1	3	6	20	non_payer
male	19	USA	71	0	0	0	0	0	non_payer
female	19	GERMANY	97	10	0	5	4	1	non_payer
male	23	UK	0	2	0	1	0	1	non_payer
female	18	USA	0	8	3	4	1	0	non_payer
female	19	USA	3	32	18	11	2	1	non_payer
female	21	USA	0	91	52	20	16	3	non_payer
female	24	USA	2	5	3	1	1	0	non_payer
male	18	UK	0	10	2	1	0	7	non_payer
male	26	USA	0	14	0	0	3	11	non_payer
female	23	USA	0	1	0	0	1	0	non_payer
male	19	USA	2	84	2	13	14	55	non_payer
female	22	MEXICO	82	97	49	32	14	2	payer
female	22	UK	3	4	0	4	0	0	non_payer
female	23	GERMANY	72	8	3	2	2	1	non_payer
male	22	FRANCE	0	98	7	14	13	64	non_payer
female	22	USA	36	0	0	0	0	0	non_payer
male	19	EGYPT	0	95	5	8	22	60	non_payer
female	21	USA	0	8	5	3	0	0	non_payer
male	19	USA	0	34	5	3	2	24	non_payer
male	22	UK	0	10	2	0	3	5	non_payer
female	23	USA	5	7	2	4	1	0	non_payer
female	25	MEXICO	70	0	0	0	0	0	non_payer
female	20	USA	1	10	4	3	2	1	non_payer
female	26	USA	81	8	2	3	3	0	non_payer
male	18	USA	44	99	6	7	19	67	non_payer
male	21	FRANCE	19	4	0	0	0	4	non_payer
female	20	USA	3	10	4	3	2	1	non_payer
female	21	USA	2	34	22	6	5	1	non_payer
female	20	USA	4	78	42	20	12	4	non_payer
male	20	USA	0	95	6	10	15	64	non_payer
female	22	USA	1	6	1	4	1	0	non_payer
female	18	USA	5	5	3	0	1	1	non_payer
female	24	USA	5	5	1	4	0	0	non_payer
female	28	GERMANY	66	27	13	6	4	4	payer
female	21	MEXICO	3	10	3	2	5	0	non_payer
male	18	USA	4	1	0	0	0	1	non_payer
male	22	USA	1	6	0	1	2	3	non_payer
male	18	USA	54	0	0	0	0	0	non_payer
female	28	FRANCE	4	65	41	12	9	3	non_payer
female	18	UK	4	1	1	0	0	0	non_payer
male	26	EGYPT	0	43	2	4	12	25	non_payer
female	18	UK	0	0	0	0	0	0	non_payer
female	18	UK	0	2	0	1	1	0	non_payer
female	24	CANADA	27	10	5	5	0	0	non_payer
female	19	USA	68	38	20	15	2	1	payer
male	18	USA	33	9	2	0	0	7	non_payer
male	20	USA	0	60	5	7	8	40	non_payer
male	21	FRANCE	78	15	1	1	1	12	non_payer
male	21	USA	0	5	0	0	1	4	non_payer
female	19	USA	0	10	8	1	1	0	non_payer
female	25	USA	0	85	44	30	10	1	non_payer
female	26	USA	1	30	17	7	2	4	non_payer
male	20	USA	0	1	0	0	1	0	non_payer
female	19	USA	11	2	2	0	0	0	non_payer
female	22	USA	0	10	6	2	1	1	non_payer
female	26	UK	1	0	0	0	0	0	non_payer
female	18	USA	84	10	6	1	2	1	non_payer
male	26	UK	0	3	1	0	1	1	non_payer
female	26	UK	3	56	28	17	9	2	non_payer
female	18	GERMANY	0	6	2	1	2	1	non_payer
female	23	USA	0	45	25	18	2	0	non_payer
male	18	USA	38	10	1	2	3	4	non_payer
female	20	USA	3	34	19	5	8	2	non_payer
female	24	UK	60	39	20	12	7	0	payer
female	23	EGYPT	0	41	22	12	6	1	non_payer
female	23	UK	12	4	2	1	1	0	non_payer
female	23	USA	0	3	2	0	1	0	non_payer
female	21	USA	0	6	2	2	1	1	non_payer
female	21	USA	0	98	43	30	18	7	non_payer
female	21	UK	5	99	56	26	14	3	non_payer
female	26	USA	2	7	5	2	0	0	non_payer
female	26	USA	3	47	26	13	6	2	non_payer
male	18	USA	0	8	1	1	1	5	non_payer
female	18	USA	5	5	3	1	1	0	non_payer
female	18	UK	5	63	37	18	8	0	non_payer
female	18	USA	80	77	36	19	20	2	non_payer
female	23	USA	78	4	1	2	1	0	non_payer
male	22	UK	0	62	5	6	14	37	non_payer
female	28	USA	0	8	6	1	1	0	non_payer
female	26	MEXICO	4	6	1	2	1	2	non_payer
male	22	USA	0	10	2	0	4	4	non_payer
female	22	GERMANY	0	1	0	1	0	0	non_payer
female	22	USA	70	37	21	7	5	4	payer
male	23	USA	0	12	1	2	4	5	non_payer
female	21	USA	1	9	4	5	0	0	non_payer
male	19	USA	19	1	0	0	0	1	non_payer
male	19	GERMANY	3	24	2	2	6	14	non_payer
male	21	USA	59	8	0	1	3	4	non_payer
male	19	FRANCE	22	1	0	0	1	0	non_payer
female	21	UK	87	95	46	33	9	7	non_payer
female	23	UK	0	51	21	19	10	1	non_payer
female	18	EGYPT	0	7	4	3	0	0	non_payer
female	26	EGYPT	19	7	2	4	1	0	non_payer
female	29	UK	0	4	3	1	0	0	non_payer
female	19	UK	81	45	23	20	1	1	payer
female	23	USA	1	88	42	25	12	9	non_payer
female	27	USA	0	69	34	24	9	2	non_payer
male	23	GERMANY	27	3	1	0	0	2	non_payer
female	19	USA	5	4	3	1	0	0	non_payer
female	21	UK	9	49	33	11	3	2	non_payer
female	19	UK	2	7	1	4	2	0	non_payer
female	18	USA	0	15	6	5	4	0	non_payer
female	20	USA	0	6	4	1	1	0	non_payer
female	29	UK	2	24	13	7	4	0	non_payer
female	24	USA	98	5	3	1	1	0	non_payer
female	27	UK	31	66	29	21	12	4	payer
female	21	USA	0	68	28	28	10	2	non_payer
female	21	UK	4	0	0	0	0	0	non_payer
male	19	USA	0	9	1	1	2	5	non_payer
female	20	FRANCE	67	7	3	2	2	0	non_payer
female	24	USA	5	3	3	0	0	0	non_payer
male	19	USA	2	0	0	0	0	0	non_payer
female	19	USA	7	8	2	4	1	1	non_payer
female	24	USA	75	7	1	5	0	1	non_payer
female	18	USA	5	10	6	3	1	0	non_payer
female	20	USA	2	18	10	6	0	2	non_payer
female	27	FRANCE	0	5	2	1	1	1	non_payer
male	18	USA	2	4	0	0	0	4	non_payer
male	23	USA	0	6	2	0	2	2	non_payer
male	19	UK	98	4	0	0	0	4	non_payer
female	18	UK	39	98	52	26	16	4	non_payer
male	18	MEXICO	0	72	4	5	12	51	non_payer
female	26	USA	0	58	38	11	8	1	non_payer
female	20	USA	0	0	0	0	0	0	non_payer
female	18	USA	0	22	12	5	5	0	non_payer
male	23	GERMANY	5	1	1	0	0	0	non_payer
female	19	USA	0	34	24	5	5	0	non_payer
female	23	GERMANY	0	8	2	4	1	1	non_payer
female	24	CANADA	2	5	4	1	0	0	non_payer
male	25	USA	0	26	2	2	5	17	non_payer
female	20	USA	2	4	2	1	0	1	non_payer
male	19	EGYPT	0	7	1	0	0	6	non_payer
female	19	UK	2	4	1	2	1	0	non_payer
female	24	UK	1	5	3	0	2	0	non_payer
male	22	USA	1	2	0	0	1	1	non_payer
male	28	USA	2	0	0	0	0	0	non_payer
male	18	USA	4	68	8	5	7	48	non_payer
female	25	USA	0	14	6	7	1	0	non_payer
male	18	CANADA	77	8	1	2	1	4	non_payer
female	21	UK	39	8	3	3	2	0	non_payer
female	25	USA	0	9	7	2	0	0	non_payer
female	21	USA	19	19	9	9	1	0	non_payer
female	18	USA	0	7	3	0	3	1	non_payer
male	18	GERMANY	4	7	0	0	1	6	non_payer
female	20	USA	0	8	3	2	2	1	non_payer
male	24	UK	39	27	2	4	4	17	payer
female	23	USA	4	6	4	1	1	0	non_payer
male	20	FRANCE	2	5	0	1	2	2	non_payer
male	23	UK	0	63	5	6	12	40	non_payer
female	24	USA	0	10	3	5	1	1	non_payer
male	18	USA	0	0	0	0	0	0	non_payer
female	19	GERMANY	2	15	7	5	3	0	non_payer
female	25	UK	0	1	0	1	0	0	non_payer
female	21	USA	0	7	4	2	1	0	non_payer
female	21	UK	0	0	0	0	0	0	non_payer
female	18	GERMANY	11	80	37	26	15	2	non_payer
female	23	USA	5	19	8	7	4	0	non_payer
female	20	EGYPT	0	4	3	1	0	0	non_payer
female	19	FRANCE	0	0	0	0	0	0	non_payer
female	18	CANADA	4	77	35	24	16	2	non_payer
female	23	MEXICO	3	62	26	20	12	4	non_payer
female	20	USA	80	100	53	24	16	7	non_payer
female	25	USA	1	2	2	0	0	0	non_payer
